,Pitcher,NinetyFive,Five,Median Control,Pis,Mus,Covariances
78,"Bello, Brayan",6.184887523051472,10.314941705099075,8.16078800345731,[0.61103648 0.38896352],"[[ 0.02791589  2.61387622]
 [-0.19880086  3.80396185]]","[[[ 0.32995249  0.01331006]
  [ 0.01331006  0.22533429]]

 [[ 0.34426095 -0.03702094]
  [-0.03702094  0.23895877]]]"
10,"Giolito, Lucas",6.574860187076305,10.666462570940718,8.175347282488726,[0.40930028 0.20549122 0.3852085 ],"[[ 0.2397193   3.32437269]
 [ 0.040782    1.97984782]
 [-0.55035676  2.91460473]]","[[[ 0.18827265 -0.03704348]
  [-0.03704348  0.396431  ]]

 [[ 0.27411117 -0.07697944]
  [-0.07697944  0.12076035]]

 [[ 0.12704252 -0.06151332]
  [-0.06151332  0.53794503]]]"
112,"Bibee, Tanner",6.584421136939129,10.875661257015615,8.195006499268349,[0.31251317 0.5555784  0.13190843],"[[ 0.03849677  3.5949722 ]
 [-0.07884664  2.41952498]
 [-0.88335408  2.96254778]]","[[[ 0.35837358 -0.08228398]
  [-0.08228398  0.17024099]]

 [[ 0.34536734  0.00341151]
  [ 0.00341151  0.24121154]]

 [[ 0.184933   -0.07523764]
  [-0.07523764  0.13250968]]]"
41,"Gibaut, Ian",5.436133609175024,9.70562570388468,8.204403124870453,[0.58938126 0.41061874],"[[ 0.01402265  2.47838219]
 [-0.17113716  3.45899671]]","[[[ 0.32955036 -0.04500028]
  [-0.04500028  0.27775289]]

 [[ 0.22568142 -0.08010694]
  [-0.08010694  0.21793796]]]"
93,"Olson, Reese",6.3182832396957505,10.629245718736094,8.246303002777122,[0.08432294 0.27738634 0.63829072],"[[-0.51760021  3.99716616]
 [ 0.41740247  2.67912852]
 [-0.57200038  2.445812  ]]","[[[0.15226834 0.05421163]
  [0.05421163 0.03442187]]

 [[0.10539768 0.10759926]
  [0.10759926 0.57717265]]

 [[0.18699196 0.0213746 ]
  [0.0213746  0.44338795]]]"
68,"Weaver, Luke",6.585643906630915,10.907280554312653,8.248921919147696,[0.18546507 0.32707179 0.48746314],"[[ 0.76971591  3.26016578]
 [ 0.04071504  2.27985232]
 [-0.51183231  3.09522727]]","[[[ 0.09810737 -0.02610384]
  [-0.02610384  0.21865585]]

 [[ 0.27037015 -0.02316464]
  [-0.02316464  0.18878439]]

 [[ 0.21273433  0.08421957]
  [ 0.08421957  0.51708068]]]"
81,"Pfaadt, Brandon",6.162111608096835,10.520541516017742,8.26471637509335,[0.7477974  0.07247232 0.17973028],"[[ 0.08210854  2.53225774]
 [-0.21889535  3.99963616]
 [-1.05659702  2.98498302]]","[[[ 0.34120214 -0.00431907]
  [-0.00431907  0.28605126]]

 [[ 0.46813991  0.00418841]
  [ 0.00418841  0.02800702]]

 [[ 0.06591996 -0.0110425 ]
  [-0.0110425   0.31406714]]]"
97,"Steele, Justin",5.797988274513602,9.574848809559942,8.283223425191098,[0.14949608 0.85050392],"[[-0.48155065  1.68166157]
 [-0.07160653  2.91323131]]","[[[ 0.26575354 -0.03904156]
  [-0.03904156  0.10843921]]

 [[ 0.34531991  0.0534341 ]
  [ 0.0534341   0.31470457]]]"
49,"Heaney, Andrew",6.321428469446049,9.919873041056169,8.290902715053729,[0.50151336 0.49848664],"[[-0.29797074  2.39502185]
 [-0.09638262  3.3390032 ]]","[[[0.3377213  0.10215076]
  [0.10215076 0.22860419]]

 [[0.31592349 0.08287213]
  [0.08287213 0.20769593]]]"
113,"McGough, Scott",6.292262910330048,10.25756519574117,8.295185585322903,[0.21674733 0.17855284 0.60469982],"[[ 0.07506009  1.96565818]
 [ 0.52597818  3.07272645]
 [-0.50482118  2.65410848]]","[[[ 0.26372816  0.14448397]
  [ 0.14448397  0.11316384]]

 [[ 0.05033537 -0.04045838]
  [-0.04045838  0.46629643]]

 [[ 0.20472888 -0.08622198]
  [-0.08622198  0.51247821]]]"
110,"Snell, Blake",6.476030889633405,10.590902541408822,8.338699818910776,[0.22990403 0.64170657 0.1283894 ],"[[-0.86909744  2.9759922 ]
 [-0.12734484  2.29577488]
 [-0.11663444  3.69713371]]","[[[ 0.10921325  0.07149015]
  [ 0.07149015  0.27915753]]

 [[ 0.30008157  0.13935799]
  [ 0.13935799  0.44687457]]

 [[ 0.13688438 -0.12044914]
  [-0.12044914  0.14604472]]]"
5,"Miller, Bobby",6.072797133341176,10.098238574117298,8.35746873278487,[0.41210257 0.58789743],"[[0.08188189 3.35164823]
 [0.14482994 2.33308838]]","[[[0.30062169 0.01186799]
  [0.01186799 0.26791742]]

 [[0.33273895 0.00150422]
  [0.00150422 0.26950217]]]"
109,"Pérez, Eury",6.5371810251867055,10.125664293230752,8.370862566469222,[0.5029819 0.4970181],"[[-0.30539785  2.98665049]
 [-0.09121655  2.01026157]]","[[[0.29777515 0.07139907]
  [0.07139907 0.26940631]]

 [[0.38785606 0.01974871]
  [0.01974871 0.195575  ]]]"
51,"Cabrera, Edward",6.88899800313251,11.417966846418398,8.379731381096054,[0.40977939 0.29127487 0.29894574],"[[-0.66754311  3.20514493]
 [ 0.47122646  3.53777964]
 [ 0.24385021  2.30859686]]","[[[ 0.15693064 -0.0099409 ]
  [-0.0099409   0.53438849]]

 [[ 0.06122165 -0.06500913]
  [-0.06500913  0.44552335]]

 [[ 0.30670368  0.01237186]
  [ 0.01237186  0.37294318]]]"
108,"Kopech, Michael",6.688298122026783,11.459065658163032,8.388659396276921,[0.30057636 0.39518235 0.30424129],"[[ 0.41788812  2.25108089]
 [-0.30034797  3.62286365]
 [-0.69814924  2.59809893]]","[[[ 0.20942718 -0.01668534]
  [-0.01668534  0.35280273]]

 [[ 0.37231301 -0.01769256]
  [-0.01769256  0.22921417]]

 [[ 0.24983488 -0.06632281]
  [-0.06632281  0.42004518]]]"
75,"Estévez, Carlos",6.625062576931761,9.870841321264766,8.414168898691234,[0.50799316 0.49200684],"[[ 0.05117021  2.42885611]
 [-0.25293227  3.29926912]]","[[[0.34765704 0.00674714]
  [0.00674714 0.28859711]]

 [[0.25643641 0.02109006]
  [0.02109006 0.29877092]]]"
59,"Merryweather, Julian",6.212898983603019,10.447926777582914,8.417548363869827,[0.74846955 0.25153045],"[[-0.26351405  3.07277419]
 [-0.15113753  1.80497582]]","[[[ 0.31306454 -0.05315469]
  [-0.05315469  0.37674996]]

 [[ 0.23659235  0.03738497]
  [ 0.03738497  0.12072307]]]"
70,"Medina, Luis",6.595676344843257,11.089737293757947,8.44031431040217,[0.50409645 0.33083513 0.16506842],"[[ 0.72027208  2.44458612]
 [-0.19681752  2.15612722]
 [-0.30734536  3.55382155]]","[[[ 0.21368446 -0.10146676]
  [-0.10146676  0.4920501 ]]

 [[ 0.23234483 -0.08105489]
  [-0.08105489  0.29212266]]

 [[ 0.42140669 -0.04004506]
  [-0.04004506  0.17179732]]]"
19,"Richards, Trevor",5.781286844109979,9.473212654910334,8.471867236490692,[0.11247112 0.88752888],"[[-0.87421114  1.8889821 ]
 [-0.52323661  3.26883843]]","[[[ 0.21156614 -0.00926111]
  [-0.00926111  0.05391869]]

 [[ 0.29728239 -0.05230941]
  [-0.05230941  0.38910843]]]"
27,"Smith, Drew",7.324611234106711,12.038301168124537,8.480746644018948,[0.30789948 0.23044016 0.46166035],"[[-0.77209787  2.46200402]
 [ 0.31008243  2.42010323]
 [-0.20246185  3.71349183]]","[[[ 0.20203275 -0.20581154]
  [-0.20581154  0.40030508]]

 [[ 0.27030839 -0.08726214]
  [-0.08726214  0.11630945]]

 [[ 0.32140964 -0.08523338]
  [-0.08523338  0.40480985]]]"
4,"Houser, Adrian",6.218692048719443,10.727509282493942,8.481229439824086,[0.71037818 0.10375415 0.18586767],"[[ 0.27937534  3.27739195]
 [-1.01343372  2.88350947]
 [-0.40528512  2.2894026 ]]","[[[ 0.32052356 -0.151491  ]
  [-0.151491    0.3672424 ]]

 [[ 0.01263199 -0.04073641]
  [-0.04073641  0.52685246]]

 [[ 0.23000768 -0.12910709]
  [-0.12910709  0.21188531]]]"
48,"Pagán, Emilio",5.632158253328713,9.61316187416918,8.482723366744494,[0.11198435 0.76533395 0.1226817 ],"[[-0.85611491  3.18747006]
 [-0.15136348  2.67815126]
 [-0.21393334  3.79333799]]","[[[ 0.07827813 -0.2160934 ]
  [-0.2160934   0.75459573]]

 [[ 0.24734765 -0.0060489 ]
  [-0.0060489   0.34702555]]

 [[ 0.11928933  0.09720606]
  [ 0.09720606  0.0865268 ]]]"
52,"López, Reynaldo",6.968891901005554,10.497200206656256,8.52247843950272,[0.12068921 0.29259156 0.05548009 0.46657287 0.06466627],"[[ 0.19692057  2.55358429]
 [-0.8258887   3.01943007]
 [-0.65035732  1.54478996]
 [-0.1074997   2.81837803]
 [ 0.02752242  4.00194685]]","[[[ 0.26639249  0.231006  ]
  [ 0.231006    0.22053615]]

 [[ 0.15220142  0.06128823]
  [ 0.06128823  0.36039656]]

 [[ 0.38016934 -0.18070673]
  [-0.18070673  0.08937333]]

 [[ 0.35195118 -0.2185869 ]
  [-0.2185869   0.36679823]]

 [[ 0.51970667 -0.104654  ]
  [-0.104654    0.02278467]]]"
30,"Curry, Xzavion",6.047175650318185,10.777149802996519,8.529815971178705,[0.57959404 0.42040596],"[[-0.32642717  2.1514982 ]
 [-0.26847777  3.39128951]]","[[[ 0.28342004 -0.06064056]
  [-0.06064056  0.28370852]]

 [[ 0.32330079 -0.01018174]
  [-0.01018174  0.28505578]]]"
83,"Oviedo, Johan",6.8405306064444416,11.300492446258396,8.535085730421311,[0.17177035 0.41726394 0.41096571],"[[-0.47716546  3.77153412]
 [ 0.24241055  2.45192033]
 [-0.86792229  2.57516421]]","[[[ 0.64158562 -0.10896974]
  [-0.10896974  0.11309358]]

 [[ 0.26439023 -0.16826222]
  [-0.16826222  0.4631821 ]]

 [[ 0.20427831 -0.12145182]
  [-0.12145182  0.42707989]]]"
21,"Finnegan, Kyle",6.803841682810364,10.293738926324652,8.544257840525255,[0.54804027 0.45195973],"[[ 0.26850936  2.42268957]
 [-0.55226535  3.1307106 ]]","[[[ 0.20039783 -0.04055607]
  [-0.04055607  0.37839701]]

 [[ 0.16602769  0.0534741 ]
  [ 0.0534741   0.50930903]]]"
0,"Fujinami, Shintaro",6.543702229286673,11.142553321571423,8.555674846190964,[0.39225832 0.23822964 0.36951204],"[[-0.57663924  3.11395742]
 [ 0.4432844   1.94401028]
 [-0.37087701  2.10931308]]","[[[ 0.48676366 -0.1862242 ]
  [-0.1862242   0.27757304]]

 [[ 0.15698742  0.07978115]
  [ 0.07978115  0.23315363]]

 [[ 0.49238977 -0.28061039]
  [-0.28061039  0.33087374]]]"
20,"Lorenzen, Michael",6.441033987759486,10.351434193112187,8.582009402198079,[0.4946005 0.5053995],"[[ 0.09077649  2.1387705 ]
 [-0.36991698  3.20459331]]","[[[ 0.3178572  -0.04128801]
  [-0.04128801  0.23446949]]

 [[ 0.40817471  0.00752866]
  [ 0.00752866  0.30251008]]]"
89,"Sheehan, Emmet",6.1176547789024225,10.318506924333512,8.597592083132042,[0.69245167 0.30754833],"[[-0.22543046  3.1689504 ]
 [ 0.59134307  2.31569699]]","[[[ 0.34262844 -0.03485928]
  [-0.03485928  0.27951884]]

 [[ 0.26769373 -0.02537043]
  [-0.02537043  0.21911998]]]"
16,"Montero, Rafael",6.303797277644684,10.516446311585568,8.605790321373913,[0.57084586 0.42915414],"[[-0.14357829  2.51733749]
 [ 0.05302001  3.59513335]]","[[[ 0.41617314 -0.01656895]
  [-0.01656895  0.17398295]]

 [[ 0.42961697 -0.07139625]
  [-0.07139625  0.17472819]]]"
124,"Bielak, Brandon",6.203419026943491,10.277202051790434,8.610127366836437,[0.30630909 0.69369091],"[[ 0.32293409  1.91650801]
 [-0.14019354  3.02322968]]","[[[ 0.38938635 -0.05910465]
  [-0.05910465  0.09988541]]

 [[ 0.31097951 -0.01853253]
  [-0.01853253  0.24394437]]]"
38,"Wacha, Michael",6.444615981385384,10.812189464768217,8.63226107587122,[0.46290537 0.53709463],"[[-0.0163877   3.43940349]
 [-0.31147601  2.33439221]]","[[[ 0.26914284 -0.01674915]
  [-0.01674915  0.26408767]]

 [[ 0.32769752 -0.0464955 ]
  [-0.0464955   0.27035883]]]"
25,"Hernández, Carlos",6.552619192649372,10.285155028818854,8.645723346644901,[0.67537278 0.32462722],"[[ 0.19465253  2.32451087]
 [-0.17393188  3.46124003]]","[[[ 0.34144554 -0.06435537]
  [-0.06435537  0.30556398]]

 [[ 0.42613195 -0.0992752 ]
  [-0.0992752   0.24340512]]]"
118,"Gore, MacKenzie",6.704543354902474,10.575444175070253,8.654100576112649,[0.54690064 0.45309936],"[[-0.20009784  3.28214266]
 [-0.27747251  2.1613506 ]]","[[[0.28288103 0.06611279]
  [0.06611279 0.26266937]]

 [[0.53348451 0.0740449 ]
  [0.0740449  0.23104963]]]"
3,"Sears, JP",6.8766278460065084,10.946926505033208,8.67966846686083,[0.28074911 0.71925089],"[[ 0.65713301  3.19996002]
 [-0.59722476  2.67010821]]","[[[ 0.19586621 -0.05371328]
  [-0.05371328  0.28982025]]

 [[ 0.30750432  0.02075549]
  [ 0.02075549  0.38753016]]]"
86,"Yates, Kirby",6.651320433806271,10.837536530146975,8.683878507169105,[0.55117957 0.35777192 0.09104852],"[[-0.14709741  2.39751953]
 [ 0.53028645  2.7948138 ]
 [-0.61284895  3.73396311]]","[[[ 0.35444637 -0.00405952]
  [-0.00405952  0.33417212]]

 [[ 0.28500177 -0.09551814]
  [-0.09551814  0.40382611]]

 [[ 0.06486446 -0.00304287]
  [-0.00304287  0.05816026]]]"
114,"Faedo, Alex",7.158766687150024,10.469749198669493,8.69912545700671,[0.27403191 0.72596809],"[[-0.9187504   2.82757005]
 [ 0.30137926  2.4591139 ]]","[[[ 0.10362248 -0.08703374]
  [-0.08703374  0.36110613]]

 [[ 0.31234372 -0.0907521 ]
  [-0.0907521   0.40495213]]]"
116,"Lambert, Peter",6.6313864009238666,10.702162869966573,8.73578036815344,[0.39436098 0.60563902],"[[-0.84291115  2.31828634]
 [ 0.19088688  2.92462749]]","[[[ 0.19249178 -0.00608782]
  [-0.00608782  0.32295966]]

 [[ 0.2550618  -0.13902036]
  [-0.13902036  0.50630349]]]"
73,"Senga, Kodai",7.012815091123002,11.748765466726343,8.740361583362528,[0.24357365 0.54387999 0.21254636],"[[-1.02950196  3.14170415]
 [-0.05882815  2.22098963]
 [-0.07702326  3.58459744]]","[[[ 0.14827508  0.07088116]
  [ 0.07088116  0.5413754 ]]

 [[ 0.28357752 -0.03086051]
  [-0.03086051  0.36434639]]

 [[ 0.27841888 -0.05359912]
  [-0.05359912  0.38051691]]]"
42,"Pallante, Andre",6.213167099528733,10.331001453227435,8.79284212657172,[0.74746035 0.25253965],"[[ 0.230586    2.68632191]
 [-0.16278454  1.60388549]]","[[[ 0.38679291 -0.07016563]
  [-0.07016563  0.34147169]]

 [[ 0.2669629  -0.12674068]
  [-0.12674068  0.18089177]]]"
76,"Canning, Griffin",6.5395506211476935,11.185758641224579,8.89282253066649,[0.54702056 0.45297944],"[[-0.12336301  2.47510299]
 [ 0.21803941  3.67933562]]","[[[ 0.338491   -0.1212925 ]
  [-0.1212925   0.33588965]]

 [[ 0.3695702  -0.08139662]
  [-0.08139662  0.279214  ]]]"
91,"Díaz, Alexis",6.682946536664378,10.630188363855137,8.892918523300064,[0.51517247 0.48482753],"[[ 0.07168246  2.80308153]
 [-1.02558741  3.07615545]]","[[[ 0.30703331 -0.11691953]
  [-0.11691953  0.45261616]]

 [[ 0.23644176 -0.0132663 ]
  [-0.0132663   0.38997076]]]"
122,"Carrasco, Carlos",6.299493741932128,11.388394590115285,8.9537949449495,[0.33655153 0.17466048 0.48878798],"[[-0.10108406  2.82099963]
 [ 0.73985799  2.2778903 ]
 [-0.98287259  2.81380958]]","[[[ 0.02888862 -0.02398113]
  [-0.02398113  0.74933727]]

 [[ 0.05274846 -0.01025521]
  [-0.01025521  0.31122748]]

 [[ 0.26208839 -0.06324687]
  [-0.06324687  0.57143894]]]"
117,"Marinaccio, Ron",6.8796503759570795,10.426735159596666,8.993056467806854,[0.27802414 0.72197586],"[[-1.00348172  2.93885578]
 [ 0.02482988  2.90025037]]","[[[ 0.13380457 -0.09734824]
  [-0.09734824  0.64717029]]

 [[ 0.29197379 -0.08220397]
  [-0.08220397  0.38658566]]]"
128,"Germán, Domingo",7.226856237108376,10.65866883495711,8.99753899341606,[0.3840488 0.6159512],"[[-0.13244691  2.26168602]
 [-0.07423724  3.28909289]]","[[[ 0.45906581  0.00449448]
  [ 0.00449448  0.25400512]]

 [[ 0.49793464 -0.06452259]
  [-0.06452259  0.24057039]]]"
63,"Eovaldi, Nathan",6.57300064202048,11.082676064930965,9.043737009588465,[0.72589376 0.27410624],"[[-0.17971709  2.86745704]
 [ 1.02841098  2.15233766]]","[[[0.27455146 0.04790187]
  [0.04790187 0.48535833]]

 [[0.16357934 0.06619209]
  [0.06619209 0.35088709]]]"
99,"Stanek, Ryne",6.742916281592862,10.656010049674302,9.145711601245235,[0.43426265 0.56573735],"[[ 0.37655635  2.50517166]
 [-0.42538439  3.02356515]]","[[[0.18768912 0.07127578]
  [0.07127578 0.48558581]]

 [[0.27582071 0.04248468]
  [0.04248468 0.42041451]]]"
103,"Woodruff, Brandon",6.109056209127557,9.186648978381378,9.146219887051632,[1.],[[0.01396476 2.8614978 ]],"[[[0.30354299 0.03385001]
  [0.03385001 0.36199876]]]"
34,"Gibson, Kyle",6.857889028218882,11.297584805472956,9.154533141049559,[0.27082395 0.63811012 0.09106593],"[[-0.79525065  2.65306567]
 [ 0.18790198  2.75911306]
 [-0.18913807  4.04721195]]","[[[ 0.10761401 -0.10352766]
  [-0.10352766  0.40478664]]

 [[ 0.24155412 -0.17451767]
  [-0.17451767  0.55887759]]

 [[ 0.32320531  0.0094557 ]
  [ 0.0094557   0.01475142]]]"
123,"Bautista, Félix",7.155487337996318,11.332013221891525,9.167258356637362,[0.60504599 0.39495401],"[[ 0.3772584   2.41196744]
 [-0.1433931   3.59929253]]","[[[0.36547242 0.13025378]
  [0.13025378 0.44509541]]

 [[0.36412782 0.12609323]
  [0.12609323 0.30407963]]]"
18,"Bradley, Taj",6.379614086503666,10.506708488340209,9.180013046022815,[0.49492959 0.50507041],"[[-0.21704913  3.3081163 ]
 [-0.00778835  2.3197137 ]]","[[[ 0.23111705 -0.06988981]
  [-0.06988981  0.44753664]]

 [[ 0.3031251   0.04334227]
  [ 0.04334227  0.46621528]]]"
127,"Manoah, Alek",7.05063379322221,10.915740071660922,9.204807745439757,[0.74460104 0.25539896],"[[ 1.08450808e-03  2.66941213e+00]
 [-9.67631301e-01  3.62697820e+00]]","[[[ 0.30300226 -0.01008588]
  [-0.01008588  0.45655371]]

 [[ 0.18086875  0.09166596]
  [ 0.09166596  0.38186657]]]"
120,"Manning, Matt",6.272677559464659,9.327994469416222,9.265134069512428,[1.],[[-0.18950495  2.48033003]],"[[[ 0.31591924 -0.08134703]
  [-0.08134703  0.44289594]]]"
22,"Jiménez, Joe",6.072579224705077,9.461742967289075,9.402988306996015,[1.],[[-0.09165957  2.58965957]],"[[[ 0.40916718 -0.06069163]
  [-0.06069163  0.33393535]]]"
33,"Crawford, Kutter",6.547646840052203,9.428668859137488,9.410885578723992,[1.],[[-0.21906863  3.04897059]],"[[[ 0.26091827 -0.05052821]
  [-0.05052821  0.46551514]]]"
105,"Morton, Charlie",7.074585340339845,11.249721922175622,9.561423865345217,[0.24695816 0.75304184],"[[-1.16095125  3.23551343]
 [ 0.00330207  2.55429504]]","[[[ 0.21874548 -0.04458736]
  [-0.04458736  0.25203206]]

 [[ 0.46525632 -0.01693489]
  [-0.01693489  0.42702799]]]"
44,"Neris, Héctor",6.8174842208915205,10.738628279582677,9.685676748105788,[0.37329833 0.62670167],"[[-0.74597311  3.01395628]
 [ 0.0483685   2.70008981]]","[[[ 0.26548534  0.11507218]
  [ 0.11507218  0.47297704]]

 [[ 0.29600243 -0.05271635]
  [-0.05271635  0.54639325]]]"
92,"Gray, Josiah",6.021313429670849,9.94690298040946,9.8910124273329,[1.],[[-0.50315789  2.62627193]],"[[[ 0.36153489 -0.02526572]
  [-0.02526572  0.42524368]]]"
29,"Bickford, Phil",6.618195451827881,10.119009122731764,10.082198956266316,[1.],[[-0.20649701  3.19532934]],"[[[ 0.35854053 -0.09561747]
  [-0.09561747  0.48613368]]]"
28,"Kimbrel, Craig",6.09688070220731,10.235425190069552,10.18959127272165,[1.],[[-0.19073529  2.80003676]],"[[[ 0.38088796 -0.17479593]
  [-0.17479593  0.48579254]]]"
66,"Flexen, Chris",6.29772883337213,10.393767889840188,10.344308983882636,[1.],[[-0.19613793  3.01403448]],"[[[0.24822333 0.00660511]
  [0.00660511 0.68579196]]]"
58,"Waldichuk, Ken",6.831804939015804,10.396841383614507,10.353064040261216,[1.],[[-0.08615385  2.61607692]],"[[[0.43352851 0.13276086]
  [0.13276086 0.48464561]]]"
107,"Scholtens, Jesse",7.054836266831704,11.06487948881251,11.004432940255242,[1.],[[-0.271341    2.74693487]],"[[[ 0.44792679 -0.10570986]
  [-0.10570986  0.62235712]]]"
36,"Walker, Taijuan",7.140553557406595,11.32428956211156,11.274181784338207,[1.],[[-0.19561151  3.03115108]],"[[[ 0.4853803  -0.13143023]
  [-0.13143023  0.54930543]]]"
37,"Marsh, Alec",7.703283135672994,11.538171554095127,11.477923910522875,[1.],[[-0.38941392  2.98205128]],"[[[ 0.46829077 -0.14348289]
  [-0.14348289  0.64768104]]]"
